,P1,,,,,P2,,,,,,,,,,,P3,,,,,,,,,P4,,,,,,,,,P5,,,,,,,,,,,,,P6,,,,
" 22/12/2015 4:59:02 PM",2.56926,265.3094,2,2,1,264.9641,8.265381,468.8798,2.471022,2,1,1,2,1,1,1,20.54869,2.230023,299.8029,1,2,1,1,2,1,0,211.4842,1.661103,288.7337,1,2,1,1,2,7.485132,177.5699,259.3566,7.921046,1.66829,1.207506,0.7515284,0.3136149,2,1,260.6543,1.441707,197.914,0.0001281517,1,1,1,Normal
" 22/12/2015 4:59:03 PM",2.548442,265.1524,2,2,1,264.9641,8.265381,468.8798,2.471022,2,1,1,2,1,1,1,20.54869,2.230023,299.7629,1,2,1,1,2,1,0,211.5099,1.661103,289.0028,1,2,1,1,2,7.485132,177.5699,259.3566,7.921046,1.66829,1.221468,0.7515284,0.3136149,2,1,260.6543,1.441707,197.914,0.0001281517,1,1,1,Normal
" 22/12/2015 4:59:04 PM",2.537873,264.7991,2,2,1,264.9641,8.265381,468.8798,2.471022,2,1,1,2,1,1,1,20.5743,2.230023,299.5626,1,2,1,1,2,1,0,211.7919,1.661103,288.7721,1,2,1,1,2,7.485132,177.5699,259.3566,7.921046,1.66829,1.231587,0.7515284,0.3136149,2,1,260.6543,1.441707,197.914,0.0001281517,1,1,1,Normal
" 22/12/2015 4:59:05 PM",2.537873,264.7991,2,2,1,264.9641,8.265381,468.8798,2.471022,2,1,1,2,1,1,1,20.5743,2.230023,299.5626,1,2,1,1,2,1,0,211.7919,1.661103,288.7721,1,2,1,1,2,7.485132,177.5699,259.3566,7.921046,1.66829,1.231587,0.7515284,0.3136149,2,1,260.6543,1.441707,197.914,0.0001281517,1,1,1,Normal
" 22/12/2015 4:59:06 PM",2.520898,264.2103,2,2,1,264.9641,8.265381,468.8798,2.471022,2,1,1,2,1,1,1,20.5839,2.230023,299.843,1,2,1,1,2,1,0,211.7919,1.661103,288.9259,1,2,1,1,2,7.485132,177.7493,259.3566,7.997949,1.66829,1.233765,0.7515284,0.3136149,2,1,260.6543,1.441707,197.914,0.0001281517,1,1,1,Normal
" 22/12/2015 4:59:07 PM",2.509048,263.6608,2,2,1,264.9641,8.265381,468.8798,2.46974,2,1,1,2,1,1,1,20.59991,2.230023,299.3623,1,2,1,1,2,1,0,212.2276,1.658796,288.8875,1,2,1,1,2,7.485132,177.7493,259.3566,7.997949,1.66829,1.240041,0.7515284,0.3136149,2,1,260.6543,1.441707,197.914,0.0001281517,1,1,1,Normal
" 22/12/2015 4:59:08 PM",2.489831,264.014,2,2,1,264.9641,8.265381,468.5978,2.46974,2,1,1,2,1,1,1,20.59991,2.230023,298.6013,1,2,1,1,2,1,0,212.3045,1.65854,288.8105,1,2,1,1,2,7.487055,178.0056,259.3566,7.997949,1.66829,1.243243,0.7510163,0.3136149,2,1,260.6543,1.441707,197.914,0.0001281517,1,1,1,Normal
" 22/12/2015 4:59:09 PM",2.479262,264.1711,2,2,1,264.9641,8.265381,468.5978,2.46974,2,1,1,2,1,1,1,20.59991,2.230023,298.2008,1,2,1,1,2,1,0,212.4327,1.662,288.8875,1,2,1,1,2,7.488657,178.0056,259.3566,7.997949,1.66829,1.225311,0.7510163,0.3136149,2,1,260.5742,1.441707,197.914,0.0001281517,1,1,1,Normal
" 22/12/2015 4:59:10 PM",2.460686,264.2103,2,2,1,264.9641,8.265381,468.5978,2.469996,2,1,1,2,1,1,1,20.55829,2.230023,297.8804,1,2,1,1,2,1,0,212.766,1.663281,289.0028,1,2,1,1,2,7.488657,178.262,259.3566,7.997949,1.66829,1.223517,0.7510163,0.3136149,2,1,260.5742,1.441707,197.8179,0.0001281517,1,1,1,Normal
" 22/12/2015 4:59:11 PM",2.449156,264.7206,2,2,1,264.9641,8.265381,468.5722,2.470509,2,1,1,2,1,1,1,20.53909,2.23156,298.0005,1,2,1,1,2,1,0,213.0223,1.663281,289.1951,1,2,1,1,2,7.488657,178.3389,259.5168,7.997949,1.66829,1.214807,0.7510163,0.3136149,2,1,260.5742,1.441707,197.8179,0.0001281517,1,1,1,Normal
" 22/12/2015 4:59:12 PM",2.436345,264.4458,2,2,1,264.9641,8.265381,468.5722,2.470509,2,1,1,2,1,1,1,20.53909,2.231816,298.2809,1,2,1,1,2,1,0,213.0223,1.659821,289.8488,1,2,1,1,2,7.488657,178.3389,259.5168,7.997949,1.66829,1.214167,0.7510163,0.3136149,2,1,260.5742,1.441707,197.8179,0.0001281517,1,1,1,Normal
" 22/12/2015 4:59:13 PM",2.433783,264.6421,2,2,1,264.9641,8.265381,468.5722,2.470509,2,1,1,2,1,1,1,20.53909,2.232457,298.1607,1,2,1,1,2,1,0,213.0223,1.659565,289.9641,1,2,1,1,2,7.488657,178.3902,259.5168,7.997949,1.66829,1.204304,0.7510163,0.3112449,2,1,260.43,1.441707,197.8179,0.0001281517,1,1,1,Normal
" 22/12/2015 4:59:14 PM",2.433142,264.4066,2,2,1,264.9641,8.265381,468.5722,2.470509,2,1,1,2,1,1,1,20.59991,2.233225,298.0406,1,2,1,1,2,1,0,213.2786,1.659565,289.8872,1,2,1,1,2,7.488016,178.6978,259.5168,7.997949,1.66829,1.20392,0.7510163,0.3112449,2,1,260.3659,1.441707,197.8179,0.0001281517,1,1,1,Normal
" 22/12/2015 4:59:15 PM",2.460366,264.4458,2,2,1,264.9641,8.265381,468.3927,2.472559,2,1,1,2,1,1,1,20.62872,2.233225,298.2008,1,2,1,1,2,1,0,213.5094,1.662641,290.041,1,2,1,1,2,7.488016,178.7234,259.5168,7.997949,1.667393,1.208787,0.7510163,0.3112449,2,1,260.3659,1.441707,197.8179,0.0001281517,1,1,1,Normal
" 22/12/2015 4:59:16 PM",2.505204,264.6421,2,2,1,264.9641,8.265381,468.3927,2.472559,2,1,1,2,1,1,1,20.64793,2.233225,298.2408,1,2,1,1,2,1,0,213.5863,1.663409,290.6563,1,2,1,1,2,7.488016,178.8259,259.5168,7.997949,1.667393,1.20725,0.7510163,0.3112449,2,1,260.3659,1.441707,197.8179,0.0001281517,1,1,1,Normal
" 22/12/2015 4:59:17 PM",2.547161,264.9954,2,2,1,264.9641,8.265701,468.2133,2.472559,2,1,1,2,1,1,1,20.64793,2.233097,298.4812,1,2,1,1,2,1,0,213.8939,1.660206,290.7716,1,2,1,1,2,7.488016,178.8516,259.5168,7.997949,1.667393,1.220699,0.7510163,0.311309,2,1,260.3659,1.441707,197.8179,0.0001281517,1,1,1,Normal
" 22/12/2015 4:59:18 PM",2.583672,264.8383,2,2,1,264.9641,8.265701,468.1364,2.472559,2,1,1,2,1,1,1,20.64793,2.231432,298.4411,1,2,1,1,2,1,0,213.8939,1.659052,291.4637,1,2,1,1,2,7.488016,179.1336,259.5168,7.997949,1.667393,1.221852,0.7510163,0.3116292,2,1,260.3659,1.441707,197.8179,0.0001281517,1,1,1,Normal
" 22/12/2015 4:59:19 PM",2.612177,265.0346,2,2,1,264.9641,8.265701,468.0082,2.472559,2,1,1,2,1,1,1,20.63192,2.231432,298.8016,1,2,1,1,2,1,0,214.2271,1.663281,291.8098,1,2,1,1,2,7.488016,179.1336,259.5168,7.997949,1.667393,1.218266,0.7510163,0.3128463,2,1,260.414,1.441707,197.8179,0.0001281517,1,1,1,Normal
" 22/12/2015 4:59:20 PM",2.646446,265.3879,2,2,1,264.9641,8.265701,467.9057,2.472559,2,1,1,2,1,1,1,20.63192,2.230279,298.7615,1,2,1,1,1,2,0,214.2271,1.664691,291.5406,1,2,1,1,2,7.488016,179.1336,259.5168,7.997949,1.670341,1.223261,0.7510163,0.3128463,2,1,260.4781,1.441707,197.8179,0.0001281517,1,1,1,Normal
" 22/12/2015 4:59:21 PM",2.664062,265.8197,2,2,1,264.9641,8.265701,467.7775,2.472559,2,1,1,2,1,1,1,20.49427,2.226435,298.8817,1,2,1,1,1,2,0,214.4578,1.664691,291.5406,1,2,1,1,2,7.488016,179.4924,259.5168,7.997949,1.670854,1.223389,0.7510163,0.312526,2,1,260.4781,1.441707,197.8179,0.0001281517,1,1,1,Normal
" 22/12/2015 4:59:22 PM",2.666624,265.9767,2,2,1,264.9641,8.265701,467.6493,2.472559,2,1,1,2,1,1,1,20.46866,2.226435,299.4024,1,2,1,1,1,2,0,214.8167,1.664691,291.4637,1,2,1,1,2,7.488016,179.4924,259.5168,7.997949,1.670854,1.218138,0.7510163,0.312526,2,1,260.4781,1.441707,197.8179,0.0001281517,1,1,1,Normal
" 22/12/2015 4:59:23 PM",2.640361,266.2907,2,2,1,264.9641,8.265701,467.5211,2.470637,2,1,1,2,1,1,1,20.52628,2.224898,299.6828,1,2,1,1,1,2,0,214.8167,1.664691,291.5022,1,2,1,1,2,7.488016,179.6206,259.5168,7.997949,1.670469,1.231587,0.7510163,0.3137431,2,1,260.4781,1.441707,197.8179,0.0001281517,1,1,1,Normal
" 22/12/2015 4:59:24 PM",2.621785,266.6832,2,2,1,265.0923,8.265701,467.5211,2.470637,2,1,1,2,1,1,1,20.65113,2.227332,299.843,1,2,1,1,1,2,0,214.8167,1.664691,291.5406,1,2,1,1,2,7.488016,179.7488,259.5168,8.305563,1.670469,1.233636,0.7510163,0.3137431,2,1,260.4781,1.441707,197.8179,0.0001281517,1,1,1,Normal
" 22/12/2015 4:59:25 PM",2.614419,266.9188,2,2,1,265.0923,8.265701,467.393,2.470637,2,1,1,2,1,1,1,20.76317,2.234507,299.6828,1,2,1,1,1,2,0,215.1756,1.664691,291.6944,1,2,1,1,2,7.488016,180.1333,259.5168,8.305563,1.670469,1.234021,0.7510163,0.3137431,2,1,260.4781,1.441707,197.8179,0.0001281517,1,1,1,Normal
" 22/12/2015 4:59:26 PM",2.614419,267.115,2,2,1,265.0923,8.265701,467.3161,2.470637,2,1,1,2,1,1,1,20.85601,2.242706,299.4024,1,2,1,1,1,2,0,215.1756,1.664691,291.8098,1,2,1,1,2,7.488016,180.1333,259.5168,8.305563,1.670469,1.228385,0.7510163,0.3137431,2,1,260.4781,1.441707,197.8179,0.0001281517,1,1,1,Normal
" 22/12/2015 4:59:27 PM",2.596483,267.0758,2,2,1,265.0923,8.265701,467.2648,2.470637,2,1,1,2,1,1,1,20.90403,2.247446,299.1621,1,2,1,1,1,2,0,215.355,1.664691,291.8867,1,2,1,1,2,7.488016,180.1333,259.5168,8.113304,1.670469,1.209043,0.7488397,0.3137431,2,1,260.4781,1.441707,197.8179,0.0001281517,1,1,1,Normal
" 22/12/2015 4:59:28 PM",2.581751,266.7617,2,2,1,265.0923,8.265701,467.0085,2.468331,2,1,1,2,1,1,1,20.92003,2.256413,299.6027,1,2,1,1,1,2,0,215.5858,1.664691,292.0405,1,2,1,1,2,7.488016,180.1589,259.5168,8.113304,1.670469,1.194441,0.7488397,0.3137431,2,1,260.4781,1.441707,197.8179,0.0003844552,1,1,1,Normal
" 22/12/2015 4:59:29 PM",2.565096,266.487,2,2,1,265.0923,8.265701,466.9828,2.467305,2,1,1,2,1,1,1,20.92003,2.25936,299.7629,1,2,1,1,1,2,0,215.6114,1.664691,292.1174,1,2,1,1,2,7.488337,180.1846,259.5168,8.113304,1.670469,1.196618,0.7488397,0.3137431,2,1,260.4781,1.441707,197.8179,0.0003844552,1,1,1,Normal
" 22/12/2015 4:59:30 PM",2.551645,266.1337,2,2,1,265.0923,8.265701,466.9828,2.467305,2,1,1,2,1,1,1,20.88482,2.25936,300.2435,1,2,1,1,1,2,0,215.6114,1.664691,291.8098,1,2,1,1,2,7.488337,180.5178,259.5168,8.113304,1.670469,1.214423,0.7488397,0.3137431,2,1,260.4781,1.441707,197.8179,0.0003844552,1,1,1,Normal
" 22/12/2015 4:59:31 PM",2.535631,265.2309,2,2,1,265.0923,8.265701,466.9828,2.467305,2,1,1,2,1,1,1,20.87201,2.262819,300.2435,1,2,1,1,1,2,0,215.9959,1.662256,291.6944,1,2,1,1,2,7.488337,180.5178,259.5168,8.113304,1.670469,1.23274,0.7488397,0.3137431,2,1,260.4781,1.441707,197.6897,0.0003844552,1,1,1,Normal
" 22/12/2015 4:59:32 PM",2.521538,265.1131,2,2,1,265.0923,8.265701,466.9828,2.468074,2,1,1,2,1,1,1,20.87201,2.262819,300.4037,1,2,1,1,1,2,0,216.2522,1.660846,291.6175,1,2,1,1,2,7.488337,180.5435,259.5168,8.113304,1.670469,1.233508,0.7488397,0.3137431,2,1,260.4781,1.441707,197.6897,0.0003844552,1,1,1,Normal
" 22/12/2015 4:59:33 PM",2.503283,265.5449,2,2,1,265.0923,8.265701,466.7008,2.46974,2,1,1,2,1,1,1,20.87201,2.260897,300.2435,1,2,1,1,1,2,0,216.2522,1.660846,291.656,1,2,1,1,2,7.488337,180.9536,259.5168,8.113304,1.672135,1.233508,0.7488397,0.3137431,2,1,260.4781,1.441707,197.6897,0.0003844552,1,1,1,Normal
" 22/12/2015 4:59:34 PM",2.492073,265.9767,2,2,1,265.0923,8.265701,466.7008,2.46974,2,1,1,2,1,1,1,20.87201,2.259616,299.843,1,2,1,1,1,2,0,216.2522,1.660846,291.7329,1,2,1,1,2,7.489939,181.0049,259.5168,8.113304,1.672264,1.234661,0.7506322,0.3137431,2,1,260.4781,1.441707,197.6897,0.0001281517,1,1,1,Normal
" 22/12/2015 4:59:35 PM",2.472857,265.6234,2,2,1,265.0923,8.265701,466.547,2.471534,2,1,1,2,1,1,1,20.93924,2.259616,299.6027,1,2,1,1,1,2,0,216.3804,1.660846,291.8098,1,2,1,1,2,7.489939,181.0561,259.5168,8.497821,1.672264,1.223261,0.7508882,0.3137431,2,1,260.4781,1.441707,197.8339,0.0001281517,1,1,1,Normal
" 22/12/2015 4:59:36 PM",2.460686,265.8197,2,2,1,265.0923,8.265701,466.547,2.472303,2,1,1,2,1,1,1,20.96805,2.259616,299.7629,1,2,1,1,1,2,0,216.7393,1.662641,292.425,1,2,1,1,2,7.489939,181.1843,259.7731,8.497821,1.672264,1.213526,0.7508882,0.3120136,2,1,260.4781,1.441707,197.8339,0.0001281517,1,1,1,Normal
" 22/12/2015 4:59:37 PM",2.445633,266.3692,2,2,1,265.0923,8.265701,466.547,2.472303,2,1,1,2,1,1,1,20.98726,2.259616,299.5626,1,2,1,1,1,2,0,216.7393,1.664563,292.9633,1,2,1,1,2,7.489939,181.3125,259.7731,8.497821,1.673033,1.213142,0.7508882,0.3120136,2,1,260.4941,1.441707,197.8339,0.0001281517,1,1,1,Normal
" 22/12/2015 4:59:38 PM",2.433783,266.3692,2,2,1,265.0923,8.265701,466.4701,2.472431,2,1,1,2,1,1,1,21.00647,2.259616,299.2823,1,2,1,1,1,2,0,216.8675,1.666741,292.9633,1,2,1,1,2,7.489939,181.5432,259.7731,8.497821,1.673417,1.213142,0.7508882,0.3132306,2,1,260.5101,1.441707,197.8339,0.0001281517,1,1,1,Normal
" 22/12/2015 4:59:39 PM",2.429619,266.33,2,2,1,265.0923,8.265701,466.1882,2.471919,2,1,1,2,1,1,1,21.00647,2.257054,299.4024,1,2,1,1,1,2,0,216.9956,1.666741,293.0403,1,2,1,1,2,7.489939,181.5432,259.7731,7.882594,1.674186,1.213142,0.7508882,0.3140633,2,1,260.5101,1.441707,197.8339,0.0001281517,1,1,1,Normal
" 22/12/2015 4:59:40 PM",2.427057,266.4085,2,2,1,265.0923,8.265701,466.1625,2.471278,2,1,1,2,1,1,1,21.00647,2.256413,299.3623,1,2,1,1,1,2,0,216.9956,1.664307,293.0403,1,2,1,1,2,7.490259,181.6714,259.7731,7.882594,1.674186,1.213142,0.7508882,0.3140633,2,1,260.5101,1.441707,197.8339,0.0001281517,1,1,1,Normal
" 22/12/2015 4:59:41 PM",2.444672,265.8982,2,2,1,265.0923,8.265701,466.1625,2.471278,2,1,1,2,1,1,1,21.05128,2.256157,299.843,1,2,1,1,1,2,0,217.1751,1.662384,293.2325,1,2,1,1,2,7.492182,181.979,259.645,8.574724,1.67252,1.228641,0.7508882,0.3140633,2,1,260.5101,1.441707,197.8339,0.0001281517,1,1,1,Normal
" 22/12/2015 4:59:42 PM",2.486628,265.1131,2,2,1,265.0923,8.265701,466.1625,2.471278,2,1,1,2,1,1,1,21.05128,2.256157,300.0433,1,2,1,1,1,2,0,217.3545,1.663281,293.7324,1,2,1,1,2,7.492182,182.0302,259.645,8.574724,1.67252,1.223133,0.7508882,0.3134228,2,1,260.5101,1.441707,197.8339,0.0001281517,1,1,1,Normal
" 22/12/2015 4:59:43 PM",2.535311,265.1131,2,2,1,265.0923,8.265701,466.1625,2.471278,2,1,1,2,1,1,1,21.05128,2.256157,300.4037,1,2,1,1,1,2,0,217.3545,1.66405,293.8093,1,2,1,1,2,7.492182,182.0302,259.645,8.574724,1.67252,1.213911,0.7508882,0.3134228,2,1,260.5101,1.441707,197.93,0.0001281517,1,1,1,Normal
" 22/12/2015 4:59:44 PM",2.56958,264.8383,2,2,1,265.0923,8.265701,465.8549,2.471278,2,1,1,2,1,1,1,21.05128,2.256157,300.2836,1,2,1,1,1,2,0,217.6621,1.66405,293.5786,1,2,1,1,2,7.492182,182.3379,259.645,8.267111,1.67252,1.220956,0.7508882,0.3134228,2,1,260.5101,1.441707,197.93,0.0001281517,1,1,1,Normal
" 22/12/2015 4:59:45 PM",2.60481,264.9954,2,2,1,265.0923,8.265701,465.8549,2.471278,2,1,1,2,1,1,1,21.05128,2.256157,300.6441,1,2,1,1,1,2,0,217.8159,1.660718,293.7708,1,2,1,1,2,7.493784,182.3379,259.645,8.267111,1.67252,1.218266,0.7508882,0.3134228,2,1,260.5101,1.441707,197.93,0.0001281517,1,1,1,Normal
" 22/12/2015 4:59:46 PM",2.636838,265.2309,2,2,1,265.0923,8.266342,465.8549,2.471278,2,1,1,2,1,1,1,21.05128,2.258719,301.2849,1,2,1,1,1,2,0,217.8159,1.659693,293.6555,1,2,1,1,2,7.494425,182.3379,259.645,8.267111,1.67252,1.213783,0.7508882,0.3134228,2,1,260.5101,1.441707,197.93,0.0001281517,1,1,1,Normal
" 22/12/2015 4:59:47 PM",2.649649,265.3486,2,2,1,265.0923,8.266663,465.8549,2.472175,2,1,1,2,1,1,1,21.0801,2.258719,301.2849,1,2,1,1,1,2,0,217.8159,1.664691,293.9631,1,2,1,1,2,7.494425,182.5942,259.645,8.267111,1.67252,1.213783,0.7508882,0.3134228,2,1,260.5101,1.441707,197.93,0.0001281517,1,1,1,Normal
" 22/12/2015 4:59:48 PM",2.653813,265.9767,2,2,1,265.0923,8.266663,465.8549,2.472944,2,1,1,2,1,1,1,21.0801,2.258719,301.2849,1,2,1,1,1,2,0,218.0723,1.664819,294.1553,1,2,1,1,2,7.494425,182.5942,259.9333,8.420918,1.67252,1.197899,0.7508882,0.3128463,2,1,260.5101,1.441707,197.93,0.0003844552,1,1,1,Normal
" 22/12/2015 4:59:49 PM",2.647407,265.9374,2,2,1,265.0923,8.266663,465.5986,2.472944,2,1,1,2,1,1,1,20.96805,2.256285,301.7656,1,2,1,1,1,2,0,218.0723,1.664819,294.3476,1,2,1,1,2,7.494425,182.8762,259.9333,8.420918,1.67252,1.1938,0.7508882,0.3128463,2,1,260.5101,1.441707,197.8499,0.0003844552,1,1,1,Normal
" 22/12/2015 4:59:50 PM",2.631714,266.2907,2,2,1,265.0923,8.266663,465.5986,2.472944,2,1,1,2,1,1,1,20.96805,2.256285,301.9659,1,2,1,1,1,2,0,218.0723,1.664819,294.386,1,2,1,1,2,7.494425,182.8762,259.9333,8.420918,1.674186,1.208659,0.7508882,0.3128463,2,1,260.5101,1.441707,197.8499,0.0003844552,1,1,1,Normal
" 22/12/2015 4:59:51 PM",2.620184,266.801,2,2,1,265.0923,8.266663,465.5986,2.471278,2,1,1,2,1,1,1,20.96805,2.259488,302.2863,1,2,1,1,1,2,0,218.1748,1.664819,294.9628,1,2,1,1,2,7.494425,182.8762,259.9333,8.420918,1.674186,1.223261,0.7508882,0.3128463,2,1,260.5101,1.441707,197.8499,0.0003844552,1,1,1,Normal
" 22/12/2015 4:59:52 PM",2.612818,266.958,2,2,1,265.0923,8.266663,465.5986,2.470253,2,1,1,2,1,1,1,21.00327,2.259488,302.6067,1,2,1,1,1,2,0,218.4312,1.667254,295.3858,1,2,1,1,2,7.49795,183.3376,259.9333,8.420918,1.674186,1.223261,0.7508882,0.3138712,2,1,260.5101,1.441707,197.8499,0.0003844552,1,1,1,Normal
" 22/12/2015 4:59:53 PM",2.600327,266.958,2,2,1,265.0923,8.266663,465.5986,2.470253,2,1,1,2,1,1,1,21.00327,2.259488,302.847,1,2,1,1,1,2,0,218.6619,1.667382,295.5396,1,2,1,1,2,7.49795,183.3376,259.9333,8.574724,1.674186,1.223261,0.7508882,0.3138712,2,1,260.398,1.441707,197.7698,0.0003844552,1,1,1,Normal
" 22/12/2015 4:59:54 PM",2.583672,267.115,2,2,1,265.0923,8.266663,465.5217,2.470253,2,1,1,2,1,1,1,21.00327,2.260257,302.7669,1,2,1,1,1,2,0,218.6619,1.667382,295.7319,1,2,1,1,2,7.49795,183.4914,259.9333,8.574724,1.674186,1.2052,0.7508882,0.3138712,2,1,260.2378,1.441707,197.7698,0.0003844552,1,1,1,Normal
" 22/12/2015 4:59:55 PM",2.565096,266.7225,2,2,1,265.0923,8.263458,465.4191,2.470253,2,1,1,2,1,1,1,21.03528,2.260897,303.2476,1,2,1,1,1,2,0,218.9695,1.665332,296.424,1,2,1,1,2,7.49795,183.5683,259.9333,8.574724,1.673545,1.193288,0.7508882,0.3138712,2,1,260.2378,1.441707,197.5936,0.0003844552,1,1,1,Normal
" 22/12/2015 4:59:56 PM",2.552285,266.5262,2,2,1,265.0923,8.263458,465.0859,2.466536,2,1,1,2,1,1,1,21.04488,2.262819,302.807,1,2,1,1,1,2,0,218.9695,1.665332,296.2702,1,2,1,1,2,7.49795,183.7734,259.9333,8.574724,1.67252,1.193288,0.7508882,0.3138712,2,1,260.2378,1.441707,197.5936,0.0003844552,1,1,1,Normal
" 22/12/2015 4:59:57 PM",2.535631,266.9973,2,2,1,265.0923,8.263458,465.0859,2.465255,2,1,1,2,1,1,1,21.04488,2.262819,302.8871,1,2,1,1,1,2,0,218.9695,1.665332,296.5009,1,2,1,1,2,7.49795,183.9785,259.9333,8.574724,1.67252,1.19585,0.7508882,0.3138712,2,1,260.2378,1.441707,197.5936,0.0003844552,1,1,1,Normal
" 22/12/2015 4:59:58 PM",2.52314,267.5075,2,2,1,265.0923,8.263458,465.0859,2.465255,2,1,1,2,1,1,1,21.04488,2.25936,302.9672,1,2,1,1,1,2,0,219.1489,1.667126,296.1548,1,2,1,1,2,7.49795,183.9785,259.9333,8.574724,1.67252,1.209812,0.7496079,0.3138712,2,1,260.2378,1.441707,197.5936,0.0003203793,1,1,1,Normal
" 22/12/2015 4:59:59 PM",2.506485,267.5075,2,2,1,265.0923,8.265381,465.0859,2.466793,2,1,1,2,1,1,1,21.04808,2.25936,303.0073,1,2,1,1,1,2,0,219.4053,1.667126,296.1548,1,2,1,1,2,7.49795,184.2605,259.9333,8.574724,1.674058,1.213911,0.7487117,0.3138712,2,1,260.2378,1.441707,197.6256,6.407587E-05,1,1,1,Normal
" 22/12/2015 5:00:00 PM",2.489831,267.9001,2,2,1,265.0923,8.266342,465.0859,2.467433,2,1,1,2,1,1,1,21.04808,2.25936,302.6868,1,2,1,1,1,2,0,219.4053,1.665972,296.2702,1,2,1,1,2,7.49795,184.2605,259.9333,8.574724,1.674699,1.220699,0.7487117,0.3138712,2,1,260.2698,1.441707,197.6256,6.407587E-05,1,1,1,Normal
" 22/12/2015 5:00:01 PM",2.474778,267.9786,2,2,1,265.0923,8.266342,465.0859,2.468074,2,1,1,2,1,1,1,21.04808,2.25936,302.6067,1,2,1,1,1,2,0,219.4053,1.665844,296.1164,1,2,1,1,2,7.49795,184.2605,259.7411,8.574724,1.672264,1.230434,0.7487117,0.3138712,2,1,260.2698,1.441707,197.6256,6.407587E-05,1,1,1,Normal
" 22/12/2015 5:00:02 PM",2.45364,267.7038,2,2,1,265.0923,8.266342,464.7014,2.468074,2,1,1,2,1,1,1,21.04808,2.25936,302.6868,1,2,1,1,1,2,0,219.6616,1.665844,296.1164,1,2,1,1,2,7.49795,184.5937,259.7411,8.574724,1.672264,1.217369,0.7487117,0.3138712,2,1,260.2698,1.441707,197.6256,6.407587E-05,1,1,1,Normal
" 22/12/2015 5:00:03 PM",2.440829,267.1935,2,2,1,265.0923,8.266342,464.7014,2.468971,2,1,1,2,1,1,1,21.04808,2.257566,302.4064,1,2,1,1,1,2,0,219.7898,1.665588,296.0395,1,2,1,1,2,7.49795,184.7219,259.7411,8.574724,1.672264,1.213526,0.7487117,0.3138071,2,1,260.0936,1.441707,197.6256,6.407587E-05,1,1,1,Normal
" 22/12/2015 5:00:04 PM",2.428979,266.9188,2,2,1,265.0923,8.266342,464.7014,2.469996,2,1,1,2,1,1,1,21.04808,2.256413,301.8857,1,2,1,1,1,2,0,219.7898,1.664178,296.1164,1,2,1,1,2,7.49795,184.7475,259.7411,8.574724,1.672264,1.206738,0.7487117,0.3138071,2,1,260.0936,1.441707,197.4654,6.407587E-05,1,1,1,Normal
" 22/12/2015 5:00:05 PM",2.428979,266.5262,2,2,1,265.0923,8.266342,464.7014,2.469996,2,1,1,2,1,1,1,21.04808,2.256413,301.3651,1,2,1,1,1,2,0,219.7898,1.662769,296.1548,1,2,1,1,2,7.49795,185.0551,259.7411,8.574724,1.672264,1.204048,0.7487117,0.3138071,2,1,259.8052,1.441707,197.3693,6.407587E-05,1,1,1,Normal
" 22/12/2015 5:00:06 PM",2.428979,265.7804,2,2,1,265.0923,8.266342,464.7014,2.469996,2,1,1,2,1,1,1,21.0865,2.258463,300.8443,1,2,1,1,1,2,0,220.123,1.662769,296.6547,1,2,1,1,2,7.49795,185.0551,259.7411,8.574724,1.672264,1.221852,0.7506322,0.3138071,2,1,259.8052,1.441707,197.3693,6.407587E-05,1,1,1,Normal
" 22/12/2015 5:00:07 PM",2.471255,265.5449,2,2,1,265.0923,8.266342,464.6245,2.469996,2,1,1,2,1,1,1,21.0865,2.259616,300.8443,1,2,1,1,1,2,0,220.1743,1.66405,296.5009,1,2,1,1,2,7.49795,185.0551,259.7411,8.574724,1.672264,1.233124,0.7506322,0.3138071,2,1,259.8052,1.441707,197.3693,0.0003844552,1,1,1,Normal
" 22/12/2015 5:00:08 PM",2.52282,265.1916,2,2,1,265.3486,8.266342,464.3681,2.469228,2,1,1,2,1,1,1,21.05128,2.259616,300.9645,1,2,1,1,1,2,0,220.2512,1.665588,296.5009,1,2,1,1,2,7.49795,185.2346,259.9333,8.574724,1.672264,1.241322,0.7489678,0.3138071,2,1,259.8052,1.441707,197.3693,0.0003844552,1,1,1,Normal
" 22/12/2015 5:00:09 PM",2.559972,265.2309,2,2,1,265.3486,8.26474,464.3681,2.469228,2,1,1,2,1,1,1,21.03848,2.259616,301.0045,1,2,1,1,1,2,0,220.3281,1.665588,297.0008,1,2,1,1,2,7.49795,185.5422,259.9333,8.574724,1.672264,1.243756,0.7489678,0.3138071,2,1,260.0135,1.441707,197.3693,0.0003844552,1,1,1,Normal
" 22/12/2015 5:00:10 PM",2.609294,265.7804,2,2,1,265.3486,8.26474,464.1887,2.473841,2,1,1,2,1,1,1,20.99686,2.259616,301.1648,1,2,1,1,1,2,0,220.5076,1.664307,297.2699,1,2,1,1,2,7.49795,185.696,259.9333,8.574724,1.672264,1.234021,0.7489678,0.3138071,2,1,260.0135,1.441707,197.4173,0.0003844552,1,1,1,Normal
